,ticker,mutual_holders,inst_holders,avg_vol,beta,mcap
870,VSTM,0.1448,0.9028,3578550,0.940196,216801344.0
871,CBRE,0.1849,0.4913,1976680,1.375,25384415232.0
872,CYBR,0.1455999999999999,0.3579000000000001,322640,1.262745,5551647232.0
873,BLDE,0.2047,0.4171000000000001,1157640,-0.210455,335125792.0
874,SCAQU,0.0301,0.2388,710,,
875,FVCB,0.0811,0.2967000000000001,194970,0.302941,259366768.0
876,PRI,0.2081,0.5861000000000001,135970,1.406372,4807500288.0
877,XM,0.2196999999999999,0.9184,1670910,,8249140736.0
878,HDB,0.0166,0.0694,1620090,0.87794,110404804608.0
879,PRU,0.1264,0.3018,1632300,1.52696,36405178368.0
880,OSW,0.1937,0.6204000000000001,678740,3.058294,663073408.0
881,TXRH,0.1832,0.9393,967890,0.993137,5458775040.0
882,JFIN,0.0013,0.007,29880,1.181891,128033848.0
883,CSTM,0.2277999999999999,0.5801,1242620,2.295098,1830466688.0
884,NSA,0.1886,0.4774,1645390,0.567647,4553186816.0
885,DLY,0.023,0.1985,170750,,687542784.0
886,SNDX,0.1334,0.4882999999999999,596450,1.608823,1048652672.0
887,TTP,0.0086,0.1732,8570,2.278431,59139812.0
888,AQUA,0.166,0.4669999999999999,744610,1.823076,4140957696.0
889,HTGM,0.0384,0.2351,17019240,1.893137,11654350.0
890,TRNO,0.2206999999999999,1.1592,460140,0.733333,4222750464.0
891,HMST,0.2356,0.5317000000000001,152000,0.980882,720044480.0
892,SCI,0.1543999999999999,0.4638,911110,0.77598,11647733760.0
893,ALTR,0.1913,0.6293,393540,1.516239,4196988672.0
894,KEQU,0.1054,0.3467,5440,0.383333,47399892.0
895,AUBN,0.0375,0.0625,7230,0.486764,93059408.0
896,MUSA,0.1912,0.4273,343880,1.005392,6539798528.0
897,ALNA,0.0446,0.1347,104937220,1.925213,19635928.0
898,RGR,0.2164,0.4659,131530,0.382843,1117911936.0
899,UP,0.1254,0.9015,4455560,,508681792.0
900,TCPC,0.044,0.2739,216950,1.623039,746931200.0
901,AZEK,0.1581,0.5723,1622930,,2787768064.0
902,MDRX,0.2609,0.6784,1711720,0.981862,1798131200.0
903,GDEN,0.1679,0.415,231610,2.619117,1150935936.0
904,PXLW,0.0618,0.2453,219680,2.199509,103261352.0
905,AFL,0.1139999999999999,0.3888999999999999,2296490,0.933333,37210951680.0
906,LNW,0.1761,0.5762999999999999,1126090,1.867647,
907,MTB,0.1131,0.3708000000000001,1026040,0.918137,20450619392.0
908,LBRDK,0.1448,0.4387,937950,0.95245,20581244928.0
909,WRE,0.3076,1.3466000000000002,544080,0.887254,1729119744.0
910,RENN,0.0008,0.1225999999999999,117090,1.572549,692479296.0
911,RVNC,0.2218,0.4592,596180,0.998529,1102050176.0
912,ASIX,0.1908,0.4541999999999999,301280,1.797058,968879808.0
913,XPEV,0.1438,0.3723999999999999,10490050,,29235603456.0
914,NWG,0.0007,0.0048999999999999,3016220,1.445216,30185449472.0
915,AOS,0.1628,0.4213,1168520,1.166666,9067459584.0
916,PLAG,0.0019,0.0046,11030,-0.312254,29355068.0
917,AGNC,0.1238,0.2738,10101770,1.005392,5994449408.0
918,SCHW,0.1377,0.3547,6774220,0.998039,121679011840.0
919,ABMD,0.1769999999999999,0.5301,287100,1.325,12147832832.0
920,CARR,0.2622,0.5355,5639710,0.885856,31257720832.0
921,STCN,0.0765,0.4563,134620,0.722549,81590896.0
922,GGZ,0.0045,0.2076,14070,,101532792.0
923,YORW,0.2294,0.5015999999999999,51540,0.4,543054592.0
924,TWN,0.0287,1.6135000000000004,9410,,184854528.0
925,AEO,0.2238,0.6833,6629910,1.328431,1977936000.0
926,GBOX,0.0582,0.1108,675940,5.020341,39185124.0
927,GLEE,0.022,0.436,17690,,134320032.0
928,EMF,0.0141999999999999,0.4026,17640,0.916666,198508608.0
929,RLJ,0.2303,0.5918,1799330,1.912745,1869027584.0
930,KEN,0.0176,0.0561,85190,1.00577,2124991616.0
931,FCFS,0.2044,0.5377000000000001,236860,0.857843,3368141824.0
932,SPKAU,0.0051,0.2935,10,,
933,EQH,0.1926,0.5944,3011380,1.5498,10511850496.0
934,DLTH,0.0632,0.214,113840,0.847058,337898752.0
935,EPWR,0.0088,0.5252999999999999,57980,,339480000.0
936,BHIL,0.0336,0.0873999999999999,3614810,,592936512.0
937,NVS,0.0205,0.0448,1856650,0.546231,188989063168.0
938,TWNK,0.2932,1.0645,982380,0.67745,2952965120.0
939,ET,0.0605,0.2025999999999999,26610340,2.060294,31654430720.0
940,HAIN,0.1945,0.5034,2337520,0.735784,2158566144.0
941,NVGS,0.0237,0.1317,107680,2.156862,825071296.0
942,SBS,0.0217,0.1059,1995070,0.782956,5495420416.0
943,HAPP,0.0002,0.0147999999999999,791800,0.637374,7352385.0
944,PRTY,0.1548,0.5224,2563950,3.609313,157114992.0
945,LEGA,0.0018,0.5698000000000001,66250,,422625024.0
946,ESEA,0.0052,0.0233,42530,0.456862,168226336.0
947,SCLE,0.0465,0.3555,51600,,423487488.0
948,SMAR,0.2201,0.4221,1914290,1.5655,4320975872.0
949,BCOW,0.0049,0.2063999999999999,2020,0.650185,65307976.0
950,ESAC,0.0049999999999999,0.3579999999999999,26410,,
951,MMU,0.0322,0.1752,81840,0.166176,471842752.0
952,GLHAU,0.0052,0.4048,130,,
953,COMS,0.0163999999999999,0.0559999999999999,6400950,0.838664,14524098.0
954,ACEV,0.006,0.0349,26360,,290375008.0
955,BWFG,0.0066999999999999,0.0260999999999999,119820,0.755882,247127264.0
956,MAXR,0.1744,0.403,496490,1.260784,1906661376.0
957,VRNA,0.0126,1.0721999999999998,36960,0.602026,254444080.0
958,TTI,0.1752,0.6474999999999999,1515110,2.985294,506490592.0
959,ACRX,0.0533,0.1934,5984680,0.669117,36332636.0
960,TAL,0.0735,0.3549,7396960,0.099509,3024492032.0
961,HAL,0.2086,0.4545,12288260,2.439215,26710261760.0
962,RDY,0.0125999999999999,0.0726,205910,0.147802,9229840384.0
963,SYN,0.0392,0.0628,859910,1.689705,31360212.0
964,RAAS,0.0027999999999999,0.0252,290770,,156151504.0
965,CRKN,0.0161,0.0650999999999999,12360,,17084492.0
966,KSI,0.0112,0.4627,15210,,213500000.0
967,AXTI,0.1567,0.3672999999999999,154670,2.117156,257907328.0
968,GDS,0.0619999999999999,0.3214,1000290,0.954901,6275295744.0
969,SYBT,0.1337,0.3271,165630,0.759313,1671082880.0
970,HURN,0.1891,0.5378000000000001,239390,0.856372,1397246976.0
971,AVGOP,0.4354,0.6574999999999999,12740,1.02696,
972,XPDBU,0.0246,1.0675000000000003,240,,
973,WINT,0.0652,0.2393,157930,0.029411,12749274.0
974,FRGI,0.2741,0.8044,290710,2.165196,182768256.0
975,YUMC,0.2769999999999999,0.8618999999999997,5906940,0.714215,20682815488.0
976,KXIN,0.0011,0.0051,465070,,146415264.0
977,MLP,0.0306,0.179,6710,0.723039,190233872.0
978,TR,0.1047,0.4438,153820,0.003431,2360506624.0
979,INSG,0.0899,0.3785,514890,1.548039,216559552.0
980,AMPY,0.063,0.2298,1289170,3.619011,238405456.0
981,GNSS,0.0963,0.3718999999999999,47870,0.498039,119479208.0
982,VGR,0.2398,0.9259,660470,1.056862,1558065152.0
983,ACII,0.0127999999999999,0.2357999999999999,87030,,423056256.0
984,LULU,0.1765999999999999,0.4712,1252430,1.333823,37935034368.0
985,NG,0.1536,0.3905999999999999,1971770,0.361796,1482600704.0
986,EDSA,0.0157999999999999,0.026,67300,1.393158,25280156.0
987,PMT,0.258,0.4923999999999999,1386170,1.097549,1451220352.0
988,DWSN,0.0537999999999999,0.3081,12350,1.324509,32628582.0
989,HSDT,0.0453,0.3139999999999999,29980,0.859313,5348094.0
990,FBP,0.2683,0.5742,1666800,1.204411,2792658944.0
991,PM,0.1789,0.3971999999999999,4778990,0.789705,146170757120.0
992,SOFO,0.0446,0.0184,10620,-0.156372,16553556.0
993,BLUA,0.0001,0.428,71620,,361496992.0
994,ETD,0.1915,0.4772999999999999,267690,1.05245,535259424.0
995,EFC,0.2,0.4164999999999999,611650,1.95,885535168.0
996,SSBK,0.0276,0.4648,6690,,202699216.0
997,BRZE,0.098,0.5526000000000002,764990,,4194671360.0
998,IGI,0.0095,0.133,20210,,184453040.0
999,GOCO,0.1026999999999999,0.6053000000000001,1975250,,185208864.0
1000,CPS,0.3957,0.654,580070,3.087254,85975472.0
1001,CRXT,0.0067,0.1711,3193160,,9884214.0
1002,CGRN,0.0481,0.1421,61880,2.182843,38527344.0
1003,PSO,0.0044,0.0194,409430,0.36451,7083666432.0
1004,CLW,0.3015,0.6076999999999999,99890,1.237254,560092928.0
1005,UNAM,0.0630999999999999,0.3750999999999999,1110,0.012745,9867040.0
1006,STK,0.0083,0.0886999999999999,41220,,419131456.0
1007,K,0.1281,0.5427,2888520,0.568627,24738238464.0
1008,FOCS,0.2248,0.7212999999999999,494590,1.232183,2369590784.0
1009,CYRX,0.2467,0.4618,512640,1.052941,1794022272.0
1010,POOL,0.1569999999999999,0.4225000000000001,449560,0.890196,15161681920.0
1011,BLND,0.0163,0.5070000000000001,4094780,,687418944.0
1012,DSL,0.0303,0.1364,395040,,1280062336.0
1013,FACA,0.0003,0.337,76560,,402499712.0
1014,AGRI,0.0012,0.0084999999999999,480750,,33729696.0
1015,XFOR,0.0374,0.9240999999999998,452550,0.131846,31502576.0
1016,DBD,0.2117,0.5085000000000001,2473830,2.915196,245252080.0
1017,ATKR,0.2013,0.4643,636340,2.358823,4170253568.0
1018,PIII,0.0883,0.4644,300190,,160078768.0
1019,DRH,0.2809,0.6463,2119730,1.715686,1748146048.0
1020,AGGR,0.0094,0.3582,60090,,379362496.0
1021,MYNA,0.0277,0.0682,12400,,156399648.0
1022,PTN,0.0508,0.0715,625310,0.913235,67090044.0
1023,WEL,0.0005,0.0407,80430,,
1024,MEI,0.2631,0.6124999999999999,271320,1.186764,1339071616.0
1025,MICT,0.0494,0.0838,226760,0.892647,74624744.0
1026,KD,0.1225,0.2519,3066440,,2299635456.0
1027,NAUT,0.0224,0.3525,743020,,388642720.0
1028,AIP,0.0638,0.1542,206310,,245663520.0
1029,DKNG,0.1359,0.3624,16742250,1.881733,5179153920.0
1030,LBC,0.0382,0.1,43130,0.784666,652305088.0
1031,HOMB,0.1473,0.3446999999999999,1787930,1.303431,3522689024.0
1032,LOVE,0.3122,0.5548000000000001,352140,2.438377,
1033,TECH,0.1907999999999999,0.8779999999999997,219150,1.210294,14536510464.0
1034,HSBC,0.002,0.0078,2620420,0.584179,128227115008.0
1035,SDACU,0.0059999999999999,0.1737,6300,,
1036,HIFS,0.0973,0.2754,5440,0.927941,632822144.0
1037,IRWD,0.2760999999999999,0.7157999999999999,2644630,1.184313,1945798528.0
1038,FN,0.2648999999999999,0.5464000000000001,206930,0.928921,3066242304.0
1039,FUTU,0.0835,0.2693,3387680,0.850547,7541874176.0
1040,ADT,0.0534999999999999,0.8362000000000002,2290450,2.079398,5527951872.0
1041,BLE,0.0092,0.135,151330,0.32598,557746752.0
1042,BRN,0.0243999999999999,0.0957,65440,0.466176,22480576.0
1043,BANX,0.0005,0.2569999999999999,11000,0.702941,129513336.0
1044,SMED,0.1435999999999999,0.3165,344670,-0.220588,57879892.0
1045,MELI,0.1764,0.4065,594790,1.505882,35756761088.0
1046,PECO,0.0875999999999999,0.2120999999999999,1074760,0.033767,4044360704.0
1047,APG,0.1476,0.4579999999999999,984100,1.280312,3505691392.0
1048,CPSI,0.2202,0.5105000000000001,63400,0.673529,480467520.0
1049,NRDY,0.1292,0.9786,1238800,,213882000.0
1050,CYTO,0.0035,0.0423,650970,1.402941,7494880.0
1051,AGAC,0.0046999999999999,0.396,23920,,507662336.0
1052,PANL,0.024,0.4202,276300,0.515196,225924928.0
1053,EQ,0.1345999999999999,0.3390000000000001,49950,1.224295,67599072.0
1054,BWA,0.1800999999999999,0.449,2068790,1.416666,8260111360.0
1055,VLN,0.0001,0.6371000000000002,106520,,392376800.0
1056,USCB,0.0332,0.8979999999999998,150410,,214137168.0
1057,TCBK,0.1772,0.7593999999999999,172260,0.553921,1381431808.0
1058,THRY,0.1810999999999999,1.4287999999999998,455540,0.843222,777832832.0
1059,EXP,0.2089999999999999,0.4895,547030,1.304411,4555476992.0
1060,SSSS,0.0521,0.1426,121900,1.449509,193696128.0
1061,RBKB,0.0118999999999999,0.1476999999999999,1040,,104472808.0
1062,STAA,0.1644,0.6340000000000001,418610,0.990686,3804691968.0
1063,CCJ,0.1311,0.2532999999999999,5191470,0.795066,8862613504.0
1064,CENT,0.2974,0.6559999999999999,85640,0.578431,2181816064.0
1065,ALEX,0.2706999999999999,0.5556999999999999,294220,1.306862,1288858112.0
1066,ESQ,0.1345,0.4109000000000001,151280,0.974358,274034336.0
1067,FMIV,0.0148,0.3969,83580,,420578144.0
1068,GSMG,0.0007,0.1154,78660,-2.630543,59947712.0
1069,RNLX,0.0174,0.1538999999999999,252600,1.481387,98431200.0
1070,SLHG,0.0055,0.0108999999999999,45000,2.302985,18338956.0
1071,VPG,0.1595,0.8921000000000001,34270,1.42647,391750368.0
1072,FBIZ,0.1324,0.3692,143970,,261945168.0
1073,CECE,0.1798,0.5204,481300,1.210784,221300224.0
1074,RCOR,0.024,0.4104999999999999,14430,,34339440.0
1075,WHLR,0.0389,0.5385000000000001,45230,3.031862,23847786.0
1076,YRD,0.0147999999999999,0.0336,11550,0.532352,146132160.0
1077,FDX,0.1703999999999999,0.3652999999999999,3077950,1.316666,61072703488.0
1078,TRHC,0.34,1.0781000000000005,573470,1.324509,66868616.0
1079,ARMK,0.2361,0.6013000000000001,1383840,1.884313,7832410624.0
1080,SRAX,0.0525999999999999,0.173,101380,1.869117,68771872.0
1081,TURN,0.0039,0.5049000000000002,7820,1.047058,62502144.0
1082,ATNF,0.0372,0.0877,109110,-0.294172,34013096.0
1083,ING,0.0006,0.0249,4672220,2.038482,36171587584.0
1084,SCOAU,0.0044,0.0809,4720,,
1085,WMT,0.0556,0.2928,6487270,0.55098,347844575232.0
1086,IMUX,0.0838,0.3229999999999999,393090,1.625813,112872424.0
1087,MESA,0.1401,0.309,769720,2.759669,76603328.0
1088,RVLV,0.2203999999999999,0.5830000000000001,1393870,2.315492,2117010304.0
1089,CLBK,0.054,0.113,209160,0.345402,2384296704.0
1090,ENR,0.2325,0.4948999999999999,548460,1.109313,1896495488.0
1091,DFH,0.1487,0.3389999999999999,516280,,1130612864.0
1092,ST,0.2027,0.5397000000000001,1209600,1.320588,6587722240.0
1093,CANG,0.0052999999999999,0.3264,165600,0.999233,329856032.0
1094,DOX,0.1872999999999999,0.4611999999999999,673770,0.745588,10402198528.0
1095,BLFS,0.2014,0.5175,629460,1.75147,729653696.0
1096,TXT,0.2271,1.129,1143780,1.710784,13459149824.0
1097,RADA,0.1007,0.5471,1184140,0.820588,461563712.0
1098,FCBC,0.1220999999999999,0.3076,34130,0.538725,500472896.0
1099,JCIC,0.0402,0.3052,52340,,424350016.0
1100,DHCAU,0.0231,0.2126999999999999,2930,,
1101,TPB,0.1687,1.0750999999999995,194280,0.480392,515238336.0
1102,NDAC,0.0136,0.3648,81790,,432326400.0
1103,APOG,0.3288999999999999,0.7088000000000001,271900,1.153921,976145984.0
1104,ASR,0.0686,0.1576999999999999,64680,0.878828,5835083264.0
1105,FSM,0.1635,0.2126,4929180,1.246046,796169024.0
1106,UMC,0.0121,0.0626,10280200,1.024411,16809663488.0
1107,WLK,0.0658,0.2871,810070,1.290196,12401290240.0
1108,WDI,0.0409,0.2851999999999999,149560,,
1109,MOR,0.0024,0.0146,40510,0.850881,798899392.0
1110,VIAO,0.0781999999999999,0.4439000000000001,38630,,41002832.0
1111,TARA,0.0547,0.5226,77310,1.693731,38201380.0
1112,SEMR,0.1143999999999999,0.4067,251180,,1782242048.0
1113,JAMF,0.1077,0.8297999999999999,619370,,3311831808.0
1114,ALRM,0.2835999999999999,0.6060000000000001,181230,1.220098,3258431232.0
1115,VUZI,0.2174999999999999,0.7125,991870,2.40196,461329824.0
1116,CLEU,0.0034999999999999,0.0169,475670,,7384283.0
1117,MDJH,0.0004,0.0016,52370,0.047383,25615388.0
1118,IKNA,0.2169999999999999,0.8604999999999999,539150,,223248192.0
1119,TMPM,0.0032999999999999,0.9574000000000004,61720,,125204920.0
1120,XAIR,0.0381,0.2715999999999999,1819450,-0.545121,291974400.0
1121,AGNCN,0.3204,0.0012,56150,1.005392,7737951232.0
1122,RLI,0.1918,0.5241,176460,0.436274,5235693568.0
1123,FRLAU,0.0141,0.3872999999999999,0,,
1124,SR,0.2409,0.4651,327120,0.334803,3693854208.0
1125,AVXL,0.1319,0.2315,874500,0.72598,971511232.0
1126,QS,0.0713,0.2055,6221210,,4213282304.0
1127,ARBK,0.0045,0.016,104110,2.904138,215317712.0
1128,MGY,0.2034999999999999,0.5667,3369460,2.261538,3672400640.0
1129,OWLT,0.0308,0.3935,448070,,215608192.0
1130,LFST,0.0945,1.2247,1112640,,2257167872.0
1131,PCB,0.0759999999999999,0.2494,213290,0.755214,277206400.0
1132,CRU,0.0111,0.3906,14410,,318719040.0
1133,OYST,0.0586,0.6687000000000001,277560,0.793863,121345320.0
1134,BKCC,0.0049,0.1641,230100,1.500638,284511328.0
1135,PMD,0.1066999999999999,0.2653,10390,0.647083,35529452.0
1136,GLDD,0.2332,0.5488,223190,0.744146,810622464.0
1137,CCRD,0.2095999999999999,0.3473,129900,0.932737,204786256.0
1138,CRTO,0.0949,0.5952999999999999,156580,0.927628,1428006400.0
1139,CRNC,0.2822999999999999,0.5462,513440,2.754554,1034125056.0
1140,ALC,0.0810999999999999,0.2335999999999999,685120,0.619528,35276181504.0
1141,CPA,0.2540999999999999,0.7231000000000001,437210,1.404427,2607607296.0
1142,TXMD,0.0803,0.1915,945170,1.951468,83520880.0
1143,TZOO,0.0846999999999999,0.2687,36770,1.543635,79731416.0
1144,BELFA,0.3576,0.3317000000000001,1110,1.556832,232437840.0
1145,ROLLP,0.3424999999999999,0.6342,4810,1.340196,
1146,XFIN,0.0021999999999999,0.6117000000000001,5520,,286924992.0
1147,OCN,0.1017,0.4246999999999999,192440,1.999509,266637728.0
1148,DDS,0.1066,0.6197,229100,0.889705,4033762560.0
1149,WE,0.0512,1.4413000000000002,4880920,,4082301952.0
1150,ARCB,0.2387,0.5331,244850,1.596078,1949071616.0
1151,AEMD,0.0523999999999999,0.0926999999999999,1317080,0.665196,15859219.0
1152,LICY,0.0404999999999999,0.1519,3043950,,1081883392.0
1153,VERA,0.0143999999999999,0.1057,91800,,312567936.0
1154,MXCT,0.1538,0.4503,673430,1.196686,501409184.0
1155,GFI,0.0885,0.1668,8038090,0.374167,8317114880.0
1156,VOR,0.0948,1.4702,321720,,205838032.0
1157,ATIP,0.0163,0.7898,1267620,,321524032.0
1158,LTRN,0.0404,0.1252,28990,,64777360.0
1159,SAR,0.0030999999999999,0.1456,30120,1.570588,271618720.0
1160,NBIX,0.1712,0.4934999999999999,746960,0.70147,9066411008.0
1161,EML,0.2229,0.5302999999999999,5460,0.990196,133786832.0
1162,DBRG,0.2067999999999999,0.4064,7666140,1.90245,2899797248.0
1163,COCO,0.071,0.1331999999999999,497560,,612328256.0
1164,ABC,0.1112,0.3241,1498390,0.463725,29669359616.0
1165,LDHA,0.0041,0.3702,102590,,282037504.0
1166,ELS,0.1828,0.5216,1110050,0.639215,13314516992.0
1167,FRLA,0.0028,0.2905999999999999,0,,129615056.0
1168,AENZ,0.0011,0.0438,1070,0.788726,205685920.0
1169,CVM,0.0916999999999999,0.2223,758640,1.921668,200175824.0
1170,VIRI,0.0347,0.1303,12920,,38819616.0
1171,LECO,0.205,0.4367999999999999,312660,1.142613,7237805568.0
1172,PG,0.1146999999999999,0.2981,7182150,0.386121,347946516480.0
1173,PDCE,0.2382,0.5155,3057050,2.740315,5871980544.0
1174,VKQ,0.0306999999999999,0.2859,132500,0.316304,571062336.0
1175,FSP,0.2953,0.6026,635300,0.812745,397180064.0
1176,CPK,0.2661,0.5122999999999999,102020,0.540196,2206158336.0
1177,NVSA,0.0083,0.3002,82030,,338789984.0
1178,FHB,0.2773,0.6193,850980,1.085294,2964125184.0
1179,CCI,0.2055999999999999,0.4522,1639160,0.575,74079592448.0
1180,NIE,0.0093,0.1664,98720,,600731136.0
1181,PYXS,0.0354,0.4385,367420,,90428360.0
1182,ISSC,0.0615999999999999,0.1971,17380,1.113725,119517552.0
1183,MGTA,0.0703,0.5455,538240,1.992979,122256776.0
1184,BHK,0.0101999999999999,0.1394,193230,0.42745,609192576.0
1185,CANO,0.1889999999999999,0.5453,6614420,,1093290752.0
1186,CYTK,0.24,0.6117,2903470,1.356862,3924325376.0
1187,FUNC,0.0927,0.2405,10740,0.792156,119056736.0
1188,ATLC,0.062,0.1401,48090,1.580392,585186624.0
1189,HTGC,0.0362,0.1025,936170,1.388235,1655037696.0
1190,TMAC,0.0045,0.7126,45880,,281750016.0
1191,PRPC,0.0112,0.3742,97850,,544828160.0
1192,UNH,0.1375,0.8374,4557850,0.87745,488472182784.0
1193,TLK,0.0078,0.0696,209520,0.206835,26261389312.0
1194,PFL,0.0075,0.0686,179550,0.716176,308871808.0
1195,SEM,0.2895,0.5721999999999999,911900,1.329411,3444843520.0
1196,PCVX,0.1638,0.6724,470840,,1258924672.0
1197,ARGUU,0.0247,0.4889,42730,,
1198,USWS,0.0171999999999999,0.8677999999999998,1176630,1.38127,45943940.0
1199,UL,0.015,0.0716,2530090,0.172634,118534266880.0
1200,ROCAU,0.0063,0.4198,890,,
1201,RYTM,0.2998,0.7246,987130,1.451977,
1202,UFPT,0.2294,0.9787,65260,0.971078,602813248.0
1203,HIIIU,0.0291,0.1684,3480,,
1204,DERM,0.0026999999999999,0.1419,5920,,58142004.0
1205,TPIC,0.1657,0.8714,540030,1.549509,495635264.0
1206,APTM,0.0007,0.0808999999999999,1110,,350921728.0
1207,ROST,0.1815,0.4892999999999999,3924250,1.070588,26662281216.0
1208,CRBP,0.1916,0.31,561700,1.90147,37644436.0
1209,VET,0.0521,0.2541,3282580,3.540164,3260606976.0
1210,LEDS,0.0011,0.0433,24620,1.018627,11282737.0
1211,AHPAU,0.0229,0.2034,6290,,
1212,ABCB,0.2344,0.5373,455730,1.194607,2870363136.0
1213,CMLS,0.1822,0.4888999999999999,383350,1.905616,158487424.0
1214,OBLG,0.0206999999999999,0.5264,188400,2.475609,9047577.0
1215,ATA,0.0015,0.3732,1090,,149930000.0
1216,FDBC,0.1025,0.1888999999999999,59050,0.308333,224924288.0
1217,WLFC,0.1003,0.5726000000000001,40990,1.235294,221390640.0
1218,NMAI,0.0242,0.1134,94850,,
1219,FULT,0.2014999999999999,0.4435,1309270,0.741666,2355038464.0
1220,HPX,0.0059,0.4368,48290,,315733952.0
1221,BMO,0.0367,0.2514,507530,1.157495,63192289280.0
1222,NLY,0.1178,0.2596,30979880,1.203921,8874733568.0
1223,TIRX,0.0001,0.0238,108200,,
1224,TRMB,0.1679,0.8302,1173940,1.580392,15000238080.0
1225,V,0.1139,0.7178,5022310,0.921568,
1226,KALV,0.17490000000000003,0.6003000000000001,220040,1.65134,268068512.0
1227,LITB,0.0003,0.07980000000000002,101590,0.397616,128865600.0
1228,INVA,0.22190000000000001,0.6378,964390,0.500212,1020736000.0
1229,INNV,0.055700000000000006,0.1195,154370,,617993984.0
1230,MQT,0.03900000000000001,0.1657,51810,0.238825,270346240.0
1231,ELAN,0.2191,0.5488,4363990,0.811589,9681040384.0
1232,TGA,0.053799999999999994,0.23699999999999996,1222220,2.362281,231135968.0
1233,JSPR,0.0165,0.5477000000000001,39380,0.787745,89009304.0
1234,FLS,0.28509999999999996,0.5788000000000001,836140,1.546189,3729901568.0
1235,IOR,0.0051,0.0087,170,0.209876,53772488.0
1236,KWR,0.22259999999999996,0.5412999999999999,82230,1.345679,2499096320.0
1237,DYNT,0.020200000000000003,0.09060000000000001,15430,0.105151,12103689.0
1238,ASRT,0.0694,0.1615,1064950,1.493827,158790080.0
1239,HAYN,0.3327,0.7128,60390,1.355896,373022464.0
1240,ANTX,0.0036999999999999993,0.4552,81590,,159490192.0
1241,RDCM,0.014599999999999998,0.22660000000000002,4150,1.032779,163254976.0
1242,PPC,0.0353,0.09320000000000002,908620,0.933588,7176253952.0
1243,KIO,0.0173,0.16149999999999998,116300,,260041104.0
1244,EVBN,0.10899999999999999,0.41459999999999997,14700,1.086764,182919792.0
1245,EQD,0.04619999999999999,0.45860000000000006,43530,,513360000.0
1246,SBEV,0.0076,0.009999999999999997,523200,1.838551,90679984.0
1247,CHX,0.22329999999999997,0.4953000000000001,2633630,3.006374,3720108544.0
1248,NSC,0.1321,0.37660000000000005,962100,1.378921,55115206656.0
1249,RPRX,0.12949999999999998,0.4335,2581570,,18370185216.0
1250,AZYO,0.0076,0.34730000000000005,8950,,83520976.0
1251,OLO,0.2399,0.822,2221080,,1673317120.0
1252,PDM,0.20120000000000002,0.4933,864090,0.957843,1565230976.0
1253,ALRS,0.1139,0.40469999999999995,24640,0.722549,396990848.0
1254,STAB,0.015999999999999997,0.043800000000000006,989820,,9256342.0
1255,MAG,0.1812,0.303,463330,1.068311,1083273856.0
1256,MYFW,0.05569999999999999,0.32889999999999997,136810,0.714176,264616144.0
1257,KVSA,0.0504,0.3981,102360,,395182400.0
1258,ZEUS,0.4976000000000001,1.0810000000000002,73070,1.630882,269233792.0
1259,EQIX,0.16199999999999998,0.41409999999999997,527870,0.455882,58407022592.0
1260,GOF,0.0141,0.17449999999999996,432060,,878636736.0
1261,CHK,0.21690000000000004,0.6776,3706140,,9159563264.0
1262,HOFT,0.23159999999999997,0.5784,244540,0.880392,191352912.0
1263,WB,0.0678,0.6786999999999999,1187850,0.911274,4872476160.0
1264,TOL,0.24209999999999998,1.0383999999999998,1369040,1.587254,5847089152.0
1265,SVT,0.08660000000000001,0.1007,1130,0.794607,26559956.0
1266,INTA,0.09169999999999999,0.7948999999999999,96580,,970946496.0
1267,AAME,0.0329,0.05149999999999999,9690,0.163725,61135800.0
1268,DOLE,0.0803,0.2398,444410,,832076608.0
1269,BBQ,0.047900000000000005,0.6497999999999999,12900,1.821078,114680968.0
1270,TAP,0.21250000000000002,0.5219999999999999,1431000,0.95196,12118321152.0
1271,PFIE,0.13349999999999998,0.3403,124320,1.204901,61575424.0
1272,BC,0.19290000000000002,0.4170999999999999,569620,1.62696,5306083328.0
1273,HEI,0.1838,0.3821,299360,1.12696,16859886592.0
1274,PBBK,0.006,0.0626,2250,,36104248.0
1275,BLD,0.2897,0.5701,230260,1.541176,5850461184.0
1276,ABTX,0.1859,0.3927000000000001,92400,0.920588,791697216.0
1277,IBA,0.0022,0.0274,10860,,2050000000.0
1278,TRN,0.2983,1.203,819340,1.294607,2159713024.0
1279,PBFS,0.0441,0.19060000000000002,17760,0.485558,253542352.0
1280,MBNKP,0.0022,0.0455,1610,,
1281,BXSL,0.0032,0.08230000000000001,698330,,3830028800
1282,UAN,0.0009000000000000001,0.44000000000000006,110120,1.708823,975629888
1283,IPI,0.11280000000000001,0.2657,480460,2.130392,534766496
1284,TRTL,0.015099999999999999,0.9508,47650,,417018752
1285,AIH,0.0008000000000000001,0.025399999999999995,19190,-0.575322,53095276
1286,LGSTU,0.023600000000000003,0.4921,465,,
1287,IMMR,0.1764,0.2794,181150,1.758333,182962928
1288,KRP,0.08480000000000001,0.2564,292760,1.704411,1000809984
1289,SNAP,0.1447,0.40159999999999996,27138550,1.090196,22859159552
1290,NXP,0.015,0.2317,116480,0.15098,237038000
1291,PRVA,0.07909999999999999,0.45389999999999997,1144210,,3444710400
1292,ALPP,0.0537,0.08099999999999999,501260,10.663235,119027680
1293,ACHR,0.15460000000000002,0.2576,4114900,,713179712
